investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Blend,USD,299530000,0.79,0,18-08-2016,47501,Medium,15.49
Blend,USD,18410000000,2.07,4,31-01-2011,206738,Large,8.55
Blend,USD,432660000,3.18,,30-06-2013,68129,Medium,2.64
Growth,USD,98200000,0,2,31-01-2017,208970,Large,17.71
Blend,USD,1660000000,2.34,,29-11-2015,199700,Large,23.08
Value,USD,104020000,3.34,1,14-07-2015,76391,Medium,8.92
Value,USD,9000000,0.87,3,30-12-2014,142100,Small,3.49
Growth,USD,26820000,0,,01-03-2011,90377,Small,13.17
Blend,USD,1370000000,0,1,01-11-1994,99530,Medium,13.09
Blend,USD,228620000,0.72,3,02-10-2011,117620,Large,11.47
Value,USD,100680000,1.74,2,12-12-2004,253205,Small,10.79
Growth,USD,1850000000,0.12,2,02-01-2017,63296,Small,13.52
Value,USD,280130000,3.32,,01-03-2018,153746,Small,4.84
Blend,USD,18560000000,1.82,4,09-04-2013,49634,Large,13.61
Value,USD,978340000,1.01,3,30-08-2011,47798,Small,10.05
Value,USD,3090000000,1.66,3,29-12-1985,81260,Large,13.95
Growth,USD,163860000,0,4,04-12-2005,246158,Small,22.94
Blend,USD,982690000,2.27,4,28-02-2018,124199,Large,8.75
Value,USD,325840000,1.85,4,09-09-1998,238949,Large,10.22
Blend,USD,1420000000,1.51,4,29-09-2004,61073,Medium,14.79
Blend,USD,1390000000,0,3,30-04-1995,230084,Large,12.56
Blend,USD,1850000000,1.63,5,30-07-2003,199682,Large,14.33
Growth,USD,459810000,0,3,16-05-2007,205352,Large,13.72
Blend,USD,209460000,0.15,3,30-12-2001,160127,Small,11.66
Growth,USD,624580000,0,,29-11-2007,98279,Small,13.72
Blend,USD,426220000,0.87,3,30-03-2014,69353,Large,5.44
,USD,4000000000,3.06,4,29-06-2015,216359,,3.3
Blend,USD,990940000,0.49,2,06-10-2014,202697,Large,-2.14
Growth,USD,12520000,0,,23-07-2006,135800,Small,4.49
Value,USD,75050000000,4.59,,30-04-1995,80261,Large,9.6
Growth,USD,474880000,1.29,4,29-11-2011,124325,Large,13.3
Blend,USD,15140000000,3.39,5,08-11-1973,130337,Medium,4.04
Growth,USD,518550000,3.74,4,29-02-2016,52775,Medium,2.82
Blend,USD,1140000,4.04,,23-10-2017,51758,Large,8.9
Blend,USD,2380000000,2.74,3,19-03-2001,230318,Medium,2.66
Growth,USD,289470000,0.78,,02-02-2014,65879,Large,12.75
Value,USD,999030000,1.97,4,10-07-2001,156581,Large,10.19
Blend,USD,45630000000,2.72,3,23-09-2009,94832,Large,2.96
Blend,USD,702540000,0.71,,30-01-2008,97928,Large,9.22
Blend,USD,116600000,2.25,0,15-02-2018,159092,Large,7.91
Growth,USD,651640000,0.48,,09-06-1996,175283,Large,17.31
Growth,USD,191870000,0,3,07-11-1993,34361,Medium,19.16
Value,USD,993150000,1.83,3,12-08-2013,95903,Large,11.73
Growth,USD,689780000,2.35,4,28-04-2011,238625,Large,12.72
Growth,USD,66680000,0.62,,30-05-2011,117899,Large,19.69
Value,USD,588080000,0.55,4,07-11-2012,62648,Small,12.48
Growth,USD,374270000,0,,24-08-2014,224027,Small,13.66
Blend,USD,273260000,2.55,3,31-03-2010,159776,Large,8.56
Blend,USD,37500000,0.56,0,28-02-2017,252053,Large,6.78
Blend,USD,47210000,2.13,1,28-12-2008,41291,Large,10.27
Blend,USD,1270000000,3.4,4,27-09-2007,251333,Medium,3.25
Blend,USD,1020000000,1.5,0,08-02-2018,159407,Large,11.28
Growth,USD,216920000,0,3,29-09-1992,69983,Large,15.99
Value,USD,1.032E+11,3.83,,26-01-2017,54431,Large,8.28
Value,USD,20090000000,2.37,3,30-10-1985,196307,Large,10.99
Blend,USD,4490000,0,1,29-06-2015,74411,Small,11.54
Growth,USD,1870000000,0.5,2,16-12-1998,77903,Large,11.11
,USD,177520000,4.51,2,31-10-2013,63467,,3.57
Blend,USD,6060000,0.49,,29-11-2015,249308,Large,9.46
,USD,30570000,1.63,,31-05-2010,245960,,11.11
Value,USD,1180000000,2.36,,29-09-2011,113849,Small,2.38
Blend,USD,116330000,1.2,0,08-05-2017,86390,Large,13.56
Value,USD,263550000,0,1,30-04-2008,223271,Large,11.71
Growth,USD,883980000,1.69,4,09-04-2017,27044,Large,9.43
Growth,USD,123160000,0,0,29-06-2016,152495,Large,12.89
Blend,USD,9200000,1.58,0,05-12-2016,153773,Large,12.64
Blend,USD,3200000000,0.94,,31-01-2007,203417,Large,5.77
Value,USD,425310000,3.07,3,18-12-1995,64727,Large,8.42
Value,USD,3710000000,4.68,,14-05-2006,239228,Large,9.14
Growth,USD,1850000000,0,4,05-12-2000,195119,Medium,21.26
Blend,USD,2980000000,1.03,,23-07-2003,80027,Large,10
Growth,USD,769390000,0,3,24-10-2000,85310,Large,14.07
Growth,USD,143260000,0,3,15-12-2016,227969,Small,11.97
Blend,USD,2840000000,0.17,4,15-02-1994,180719,Large,10.98
Blend,USD,9060000000,0,1,30-11-1994,176228,Large,13.59
Blend,USD,27570000,1.19,4,27-02-2003,131300,Large,12.75
Growth,USD,151430000,3.5,4,28-07-1994,245546,Medium,2.69
Growth,USD,220490000,2.49,4,01-07-2012,187343,Medium,3.6
Growth,USD,244740000,4.69,3,29-06-2006,118403,Small,2.36
Blend,USD,530280000,1.43,3,04-06-2017,26108,Large,12.79
Value,USD,1750000000,5.31,,29-06-2011,191600,Small,3.79
Value,USD,5030000000,3.38,3,17-05-2012,121121,Large,7.18
Growth,USD,78040000,0,,23-09-2010,149408,Large,10.63
Blend,USD,298190000,3.05,4,30-12-2003,156959,Large,3.04
Blend,USD,1340000000,3.21,3,29-09-1994,150587,Medium,3.55
Growth,USD,314980000,0.45,3,30-03-2009,51506,Large,16.41
Blend,USD,833100000,1.78,3,12-11-2009,168020,Large,8.21
Blend,USD,43260000,0,1,31-05-2007,223379,Large,12.16
Growth,USD,13160000000,4.17,5,27-09-2007,140552,Medium,6.76
Blend,USD,590490000,2.32,,31-08-2011,125657,Large,4.38
Growth,USD,1100000000,0,3,29-04-2003,219401,Large,23.16
Growth,USD,191870000,0,,26-01-2003,39275,Medium,18.99
Blend,USD,5080000,0.44,4,29-11-2015,253007,Large,10.52
Blend,USD,350020000,2.37,3,28-04-2005,123767,Large,5.86
Blend,USD,19670000000,0.6,3,31-01-2007,204137,Large,7.62
Value,USD,900650000,2.46,4,22-12-1988,249506,Small,1.53
Growth,USD,73970000,0.24,4,30-12-2013,98675,Large,13.21
Growth,USD,121090000,0,4,28-02-2017,54917,Large,20.42
Blend,USD,83540000,0.02,,06-02-2000,240470,Medium,28.9
,USD,52020000,0.98,,19-03-2013,42875,,-1.7
Blend,USD,1080000000,0.47,1,29-01-2004,33461,Large,9.94
Value,USD,204400000,4.06,3,28-04-2011,205010,Small,4.23
Blend,USD,704090000,1.61,4,19-12-2004,242684,Medium,3.63
Value,USD,2040000000,2.86,4,23-10-2016,109907,Large,9.41
Blend,USD,8160000000,2.48,4,14-05-2006,136304,Large,9.76
Blend,USD,321310000,2.15,3,29-09-1998,181142,Large,8.03
Value,USD,6890000,1.99,3,28-01-2016,106145,Large,5.2
Blend,USD,4580000000,3.25,3,27-10-1992,177893,Large,10.19
Growth,USD,17840000,0,1,02-11-2015,69407,Small,14.41
Value,USD,652630000,0.22,3,11-01-1995,86183,Small,10.46
Growth,USD,102350000,0,,30-12-2012,208403,Large,15.03
Value,USD,5630000000,4.47,2,28-07-2005,181718,Large,3.41
Value,USD,4680000000,2.05,3,25-09-1980,230660,Large,8.7
Growth,USD,547820000,0.35,3,18-12-2011,136016,Large,16.28
Growth,USD,1450000000,2.28,2,18-02-2009,79883,Large,11.26
Value,USD,3070000000,2.67,2,30-09-2012,87497,Small,2.04
Growth,USD,52660000,0,3,29-09-2015,57311,Large,9.26
Blend,USD,9250000,0.19,3,19-12-2013,206243,Medium,4.97
Value,USD,125830000,4.76,2,28-06-2012,191384,Medium,7.37
,USD,23880000,1.56,0,28-12-2017,114551,,15.74
Value,USD,4180000000,4.12,4,28-02-1993,198278,Small,4.68
Value,USD,2610000000,5.43,,29-03-2011,180701,Small,2.71
Blend,USD,52990000,0,5,16-07-2013,169766,Large,20.33
Value,USD,304980000,2.29,2,27-02-2017,113453,Large,8.46
Blend,USD,7190000,2.27,0,21-08-2016,105803,Large,9.78
Blend,USD,225640000,0.99,,23-07-2003,79649,Large,4.25
Blend,USD,134430000,1.65,1,30-09-1993,219374,Large,1.55
Value,USD,6750000000,1.98,,18-08-2008,215684,Large,1.09
Value,USD,100200000,3.35,,30-12-2013,69965,Medium,2.36
Growth,USD,139100000,0,3,30-12-1996,34325,Medium,19.11
Growth,USD,38350000000,0.93,5,06-10-2002,209852,Large,13.75
Growth,USD,55610000,3.18,,22-08-2013,64880,Small,12.31
Value,USD,407740000,5.14,3,30-01-2008,198080,Small,4.2
,USD,294180000,12.36,5,29-12-2011,141488,,-0.2
Growth,USD,967600000,0.97,2,17-03-1998,33794,Small,15.44
,USD,7520000,1.8,,30-09-1991,249551,,1.41
Blend,USD,6140000000,0.86,3,18-12-2008,144917,Large,11.44
Growth,USD,103600000,0.97,2,03-11-1997,70028,Large,14.15
Blend,USD,27430000,0.78,,20-12-2010,190169,Medium,19.61
Blend,USD,18970000,1.94,,29-04-2010,116720,Large,4.71
Growth,USD,,,2,18-12-2013,171944,Large,
,USD,9230000000,5.96,4,01-01-2004,155861,,6.07
Value,USD,625690000,2.5,3,11-08-1994,50111,Large,11.84
Blend,USD,67220000,0,2,28-06-2007,88802,Large,2.7
Value,USD,4850000000,4.57,,11-08-1999,87110,Small,4.88
Blend,USD,4920000000,1.56,,19-04-1987,246851,Large,13.56
Value,USD,765970000,1.41,4,27-12-2009,111095,Large,10.37
Blend,USD,70570000,2.86,3,31-10-2004,197576,Large,10.5
Blend,USD,11160000,1.62,2,28-02-2016,168632,Large,11.88
Value,USD,62500000,2.74,1,05-03-1997,220175,Large,9.82
Growth,USD,2850000000,1.49,3,27-06-2002,148940,Large,7.45
Blend,USD,22010000,2.35,4,17-07-1994,221183,Large,2.09
Value,USD,119820000,2.69,4,27-09-2015,86993,Medium,2.09
Blend,USD,27790000,1.13,0,13-12-2017,216593,Large,9.85
Value,USD,2080000000,2.4,5,03-04-2017,40121,Medium,1.63
Value,USD,332350000,3.7,4,08-03-1998,250073,Large,8.76
Blend,USD,9360000,2.18,4,28-05-2015,141902,Large,11.17
Blend,USD,131750000,3.07,3,27-02-2011,128411,Large,10.19
Value,USD,31720000,5.37,0,31-07-2012,189818,Medium,17.14
Value,USD,534730000,1.32,3,09-12-1981,85166,Large,10.3
Blend,USD,1300000000,0,2,17-07-2011,38735,Medium,-1.55
Blend,USD,129860000,3.28,3,21-01-2007,196208,Large,15.21
Value,USD,809820000,1.24,2,27-01-2013,120275,Large,10.78
Blend,USD,18640000,2.1,2,19-04-2007,42650,Large,10.27
Growth,USD,333240000,0,4,21-06-2009,245024,Medium,13.54
Blend,USD,333320000,1.01,3,28-04-2011,100205,Large,13.96
Value,USD,263550000,0.16,,29-02-2004,223262,Large,11.73
Blend,USD,13520000000,1.79,3,27-05-2002,207341,Large,1.93
Value,USD,25490000,10.99,,30-11-2011,108863,Medium,31.67
Value,USD,119820000,2.98,4,27-09-2015,87002,Medium,2.27
Blend,USD,22020000,0.7,,20-04-1998,213380,Large,16.46
Growth,USD,11230000,5.3,2,24-06-2012,165743,Large,13.39
Growth,USD,283290000,3.41,5,24-02-1997,80576,Medium,2.78
Blend,USD,363970000,0.66,3,15-11-2007,251711,Large,9.58
Blend,USD,36290000,0.73,0,30-01-2017,56420,Medium,10.82
Blend,USD,25160000,4.91,2,31-10-2012,33533,Small,7.1
,USD,459000000,1.42,5,14-11-2012,101906,,7.42
,USD,41600000,2.96,1,31-05-2010,245897,,9.55
Value,USD,82430000,0.68,0,11-09-2017,219923,Large,14.79
Growth,USD,308630000,0.15,5,07-01-2014,203363,Medium,22.55
Blend,USD,98290000,0,2,24-01-2018,46943,Large,9.68
Value,USD,749760000,0.92,2,01-07-1998,201320,Medium,14.36
Blend,USD,,,2,30-12-2003,163115,Large,
Blend,USD,20040000,0,2,17-09-2015,141839,Large,15.48
Blend,USD,5810000000,1.37,3,12-05-1997,119510,Large,9.78
Value,USD,237520000,2.26,0,29-06-2016,63890,Medium,0.95
,USD,19410000,0.25,2,31-05-2010,244475,,5.13
Growth,USD,3660000000,0,4,30-06-1998,215432,Medium,14.9
Growth,USD,2160000000,0,4,30-01-2012,251315,Medium,15.41
Growth,USD,1060000000,3.14,3,27-02-2014,164114,Small,2.95
Blend,USD,26190000000,2.25,,25-06-2015,244565,Large,10.28
Blend,USD,62730000,1.95,4,05-09-2013,87641,Large,13.77
Blend,USD,1280000000,0,2,31-07-2012,130004,Large,4.13
Growth,USD,2450000000,1.38,2,29-04-2015,163574,Large,10.93
Growth,USD,2340000000,2.03,,03-12-2015,233369,Medium,17.25
Value,USD,9000000,0.85,0,01-01-2018,49409,Small,6.75
Blend,USD,2370000000,3.5,3,01-08-2010,241442,Medium,2.74
Growth,USD,64370000,1.23,1,24-06-2012,165419,Large,7.83
Value,USD,82980000,0,1,08-12-2002,173132,Medium,17.45
Blend,USD,25580000,2.64,0,12-12-2016,184157,Large,10.81
Growth,USD,216920000,0,3,14-07-1996,251612,Large,16.09
Value,USD,60750000,1.6,,30-09-2014,70397,Large,12.52
Value,USD,69370000,0,3,26-05-2014,49706,Small,-1.17
Value,USD,107490000,0.81,1,26-01-2000,181205,Large,12.15
Value,USD,39310000,2.5,3,29-11-2015,146159,Medium,-0.2
Growth,USD,4930000000,2.11,5,31-03-2005,149201,Large,12.38
Blend,USD,164850000,2.38,3,20-10-1994,150893,Large,13.11
Blend,USD,109780000,1,3,23-09-2001,93032,Large,10.19
Growth,USD,26130000,0,,04-10-2000,227231,Medium,15.54
Value,USD,627730000,1.75,3,01-10-2006,164177,Large,11.77
Blend,USD,12740000,2.54,3,14-12-2014,229427,Large,4.88
Value,USD,809820000,1.75,3,30-05-2013,117773,Large,10.82
Value,USD,823950000,2.4,,03-06-2012,116063,Large,10.87
Value,USD,1000000000,3.01,2,30-11-2010,131426,Small,3.08
Blend,USD,976520000,1.57,3,29-04-2004,26333,Large,10.47
Value,USD,1960000000,2.1,3,31-01-2017,85112,Medium,13.03
Growth,USD,1150000000,0,,29-09-2011,28016,Large,16.11
,USD,9790000000,2.29,4,29-04-2008,196739,,3.51
Growth,USD,26300000,0.08,1,30-05-2016,180827,Large,19.4
Growth,USD,5960000000,0.53,3,04-04-2005,180323,Medium,12.6
Blend,USD,439670000,0.76,4,28-09-1986,93284,Large,13.19
Growth,USD,5230000000,2.49,5,16-03-1997,209465,Small,6.23
Blend,USD,122860000,2.93,4,06-12-1993,76697,Medium,2.16
Blend,USD,18630000,1.42,3,12-09-2005,110969,Large,-4.75
Blend,USD,32640000000,1.63,5,08-05-2008,79127,Large,10.7
Blend,USD,484540000,0,2,25-04-2016,27629,Large,11.7
Growth,USD,1350000000,0.53,2,28-08-2003,40175,Large,12.84
Growth,USD,605850000,0,1,17-06-2012,239021,Large,15.24
Blend,USD,2190000000,0.04,2,29-12-2005,148310,Medium,11.89
Blend,USD,4140000000,1.15,5,12-12-2013,130148,Large,3.91
Growth,USD,7550000,0,3,30-10-2014,133919,Medium,16.79
Growth,USD,1100000000,0,3,06-11-2014,114029,Small,21.03
Blend,USD,244040000,0,3,29-09-2008,110528,Large,10.15
Value,USD,75760000,5.6,5,30-12-2015,66419,Small,6.35
Growth,USD,12620000000,0,,27-11-2005,126854,Large,16.19
Value,USD,34450000,2.91,1,16-12-2013,148202,Medium,5.66
,USD,6310000000,0,2,01-09-2014,37286,,0.71
Growth,USD,95210000000,1,2,18-02-2002,56114,Large,11.15
Blend,USD,402980000,0.42,3,13-10-2005,131579,Small,15.88
Value,USD,20900000,2.06,3,25-02-2016,236087,Large,10.91
Growth,USD,2530000000,0,,01-10-1995,176993,Medium,18.9
Value,USD,334760000,3,3,02-10-2016,47267,Large,3.69
Value,USD,2620000000,1.28,3,30-01-1996,182645,Large,12.17
,USD,34010000,1.35,1,23-10-2016,113687,,2.89
Value,USD,2900000000,0.71,4,26-10-2003,215243,Medium,14.14
,USD,311690000,2.36,4,27-09-1993,217790,,1.09
,USD,1480000000,0.02,3,29-11-2010,48167,,4.3
Growth,USD,948350000,0,2,29-04-1996,124721,Large,12.84
Growth,USD,1870000000,0,4,28-02-2005,203237,Medium,21.82
Blend,USD,25340000000,3.22,,07-10-2008,92645,Large,3.61
Growth,USD,724030000,0.76,4,14-11-2011,44612,Large,15.2
Blend,USD,274430000,2.6,,29-09-2014,223703,Large,6.79
Growth,USD,27090000000,1.57,5,08-05-2008,90836,Large,9.65
Blend,USD,37520000,2.04,,29-08-2013,50030,Large,11.31
Value,USD,20340000000,4.12,3,29-04-2003,181574,Large,-0.16
Growth,USD,8060000000,0,,28-02-2001,177515,Medium,13.86
Growth,USD,95410000000,2.41,3,30-04-2009,212696,Large,12.25
Growth,USD,1710000000,0,4,16-08-2007,150974,Medium,12.15
Blend,USD,3180000000,2.94,5,20-09-2012,237554,Medium,2.99
Blend,USD,2180000000,0.9,2,23-07-2003,80036,Large,11.96
Value,USD,374890000,1.92,4,12-07-2012,246140,Small,11.92
Blend,USD,27790000,0.14,0,13-12-2017,216584,Large,9.73
Blend,USD,150380000,3.37,,02-08-2016,244277,Medium,5.42
Growth,USD,27850000,0,2,03-09-2001,219257,Small,10.13
Value,USD,405710000,2.13,,29-11-2006,29132,Medium,1.3
Growth,USD,1610000000,0,4,23-03-1987,107189,Large,21.19
Value,USD,16530000,4.79,3,25-02-1999,231569,Small,5.8
Value,USD,44600000,3.28,3,08-07-1997,117224,Large,11.69
Growth,USD,176720000,0.28,3,29-12-1986,196964,Large,10.97
Blend,USD,68550000,1.69,2,01-03-2015,228680,Large,6.4
Growth,USD,238850000,0,2,30-04-2001,41138,Medium,13.38
Growth,USD,21330000000,1.42,5,19-11-2015,207476,Large,8.99
Blend,USD,25180000,0,4,29-09-2013,235529,Large,13.28
Value,USD,351460000,4.55,,02-06-2013,140354,Large,13.7
Value,USD,395800000,0.11,,30-04-1997,218402,Medium,11.88
Growth,USD,5540000000,4.28,4,28-05-1998,231470,Small,7.67
Growth,USD,21350000,3.54,2,26-12-2016,204245,Small,6.7
Growth,USD,989250000,0,3,29-11-2012,221057,Large,17.5
Blend,USD,16360000,2.54,0,12-12-2016,184274,Large,11.29
Growth,USD,198290000,0.02,2,14-09-2015,49193,Large,14.37
Blend,USD,877750000,2.21,,26-02-2012,104597,Large,12.82
Blend,USD,1790000000,1.55,2,21-03-1999,177695,Large,2.1
Blend,USD,7450000000,2.47,,30-07-2007,133640,Large,8.6
Value,USD,483240000,3.89,4,02-12-2010,164753,Medium,1.61
Growth,USD,7200000000,1.2,4,15-06-2014,50759,Large,3.76
Growth,USD,34060000,0.66,4,23-02-2012,74654,Large,13.82
Blend,USD,23230000,0,1,28-09-2009,175733,Small,15.72
Value,USD,202630000,3.79,4,07-11-2004,121436,Small,2.53
Value,USD,14910000000,1.4,3,21-05-2009,128132,Large,9.36
Value,USD,405710000,2.82,3,29-11-2006,29168,Medium,1.58
Value,USD,69180000,1.49,2,18-12-2013,101384,Large,1.91
Value,USD,1080000000,1.72,3,07-05-2017,75491,Large,10.89
Growth,USD,2570000000,0,3,28-12-2011,172025,Large,7.3
Growth,USD,13060000000,0.34,5,14-03-2013,146879,Large,15.77
Growth,USD,42690000000,0,,18-06-2002,211679,Medium,15.27
Growth,USD,426860000,0.22,5,06-03-2017,207008,Large,17.75
Blend,USD,430330000,2.84,3,17-01-2012,88739,Large,12.28
Blend,USD,384700000,0,4,03-04-2017,40301,Medium,16.24
Blend,USD,1480000000,1.79,2,28-02-2002,53396,Medium,1.83
Blend,USD,311640000,0.21,1,25-03-1999,103256,Large,11.7
Value,USD,5250000000,2.66,,29-01-2004,242594,Large,11.23
Blend,USD,908630000,0,,01-10-2006,228500,Medium,10.06
Value,USD,12520000000,3.66,4,30-05-2007,133478,Large,6.66
Value,USD,265120000,1.36,1,26-02-2004,179900,Large,-1.21
Blend,USD,188110000,3.17,4,25-09-1986,59165,Medium,2.88
Blend,USD,37030000,1.3,4,03-02-2014,26801,Large,12.91
Value,USD,304980000,2.21,2,27-05-2010,113462,Large,8.59
Growth,USD,309500000,1.21,4,23-10-2016,114407,Large,11.04
Value,USD,10110000,3.5,,29-03-2012,219023,Large,7.27
Blend,USD,4140000000,0.95,5,12-12-2013,130346,Large,3.8
,USD,1190000,0,0,11-09-2005,223541,,-14.45
Blend,USD,734440000,2.29,4,31-05-1993,48131,Large,1.21
Blend,USD,1240000000,3.32,,22-12-2008,184481,Large,4.95
Growth,USD,15290000000,0,4,05-12-2000,192680,Medium,19.23
Blend,USD,3950000000,3.1,,07-04-2005,251954,Medium,2.84
Value,USD,425000000,2.62,,10-01-1993,49346,Medium,1.93
Growth,USD,3330000,2.87,,28-12-2017,48374,Medium,17.91
Value,USD,504070000,6.5,4,30-05-2007,114146,Small,4.49
Growth,USD,29450000,0,2,07-10-1998,223811,Medium,22.36
Blend,USD,5510000000,2.92,,30-09-2014,56708,Medium,16.56
Value,USD,157010000,1.73,2,28-04-1994,188972,Medium,0.97
Growth,USD,57020000,0.16,1,30-12-1999,56060,Large,14.11
Value,USD,261460000,0.22,2,20-04-2017,237221,Small,12.11
Growth,USD,938540000,0.7,,29-02-1996,185489,Large,14.83
Growth,USD,518550000,3.71,4,18-09-2005,52793,Medium,2.82
Growth,USD,3730000000,0,,03-04-2017,142784,Large,20.85
Growth,USD,1100000000,0,4,02-10-1994,230498,Medium,21.06
Blend,USD,524410000,4.69,2,03-03-2003,205505,Large,9.65
Growth,USD,76360000,0,4,19-12-2013,253196,Small,17.83
Blend,USD,9060000000,0.02,2,19-12-1994,176237,Large,13.64
Blend,USD,3550000000,0.93,4,05-01-1987,78236,Large,10.36
,USD,539410000,4.82,,02-08-2015,242342,,2.83
Blend,USD,662270000,1.99,1,03-09-2012,135602,Large,4.36
Value,USD,264390000,5.91,4,01-10-2017,32444,Small,6.65
Blend,USD,118130000,2.07,2,31-07-2006,91808,Large,10.2
Value,USD,944040000,1.43,,09-08-2015,240128,Large,11.62
Growth,USD,5340000000,0,4,16-12-2004,190295,Large,17.41
Value,USD,333540000,2.79,1,14-06-2015,217331,Small,2.48
Growth,USD,6610000000,1.11,2,03-12-2015,231623,Large,14.64
Blend,USD,2020000000,2.16,4,14-10-1996,169262,Large,10.27
Value,USD,74630000,2.52,2,25-05-1994,70298,Medium,2.25
Value,USD,33390000,3.59,4,07-05-2015,40652,Medium,4.05
Value,USD,7400000000,2.26,4,25-10-2001,56807,Large,10.21
Value,USD,3970000000,2.11,4,06-11-2014,113183,Large,11.5
Blend,USD,370550000,0.89,,28-02-2016,155510,Large,12.05
Value,USD,366780000,0.75,2,09-06-2014,148139,Small,11.6
Growth,USD,3030000000,0.18,4,05-07-2009,126458,Large,21.38
Growth,USD,96290000,0,3,04-06-1995,73097,Small,22.28
Blend,USD,10240000000,1.6,5,29-12-1992,196037,Large,13
Blend,USD,214840000,1.73,3,28-08-2007,175544,Large,11.38
Growth,USD,1900000000,1.56,4,11-06-2017,187658,Large,3.25
Blend,USD,65860000,0,0,11-10-2011,235673,Small,11.68
Blend,USD,101610000,0,,07-11-2012,59768,Small,14
Blend,USD,3960000,0,,30-07-2015,33299,Small,19.59
Value,USD,276110000,2.92,,22-08-2010,65744,Large,8.07
Growth,USD,52670000,1.54,2,26-04-2001,214829,Medium,8.39
Blend,USD,226450000,1.7,1,29-11-2012,250559,Large,10.22
Blend,USD,2860000000,0,2,18-06-2012,60506,Large,1.48
Blend,USD,267290000,0,,30-03-2016,187694,Large,5.17
Blend,USD,531800000,3.55,4,06-07-2009,140840,Medium,5.9
Value,USD,1310000000,1.52,3,16-02-1993,226367,Large,11.6
,USD,37400000,2.36,2,29-01-1997,49508,,2.97
,USD,15480000,7.47,2,04-10-2007,83519,,1.49
Growth,USD,1550000000,0,5,15-12-2016,227285,Large,11.99
Growth,USD,188370000,0.57,2,13-06-2012,164159,Large,9.82
Value,USD,77620000,3.06,,30-12-2013,67841,Medium,2.33
Growth,USD,713490000,0,,19-12-2013,135980,Large,7.35
Value,USD,3010000000,2.63,5,24-10-1988,148994,Medium,2.35
Blend,USD,426400000,1.35,2,03-02-2003,162953,Large,13.49
Blend,USD,19840000,1.33,3,11-11-2014,234863,Large,11.91
Blend,USD,7880000,0,1,22-05-2011,66140,Large,9.44
Value,USD,492770,4.32,0,28-12-2017,191249,Large,6.54
Blend,USD,193020000,2.87,4,28-11-1993,109286,Medium,3.05
Value,USD,504070000,6.63,4,06-11-2014,114182,Small,4.4
,USD,102740000,2.37,3,26-02-2015,56933,,0.32
Value,USD,11850000,5.42,2,02-02-2015,67895,Large,20.15
Value,USD,1360000000,0.58,4,30-07-1998,39779,Small,15.57
Growth,USD,4310000000,3.32,,11-11-2001,242477,Medium,3.03
Growth,USD,14670000,0.38,1,30-08-2012,235754,Large,10.79
Blend,USD,1040000000,1.32,2,30-09-2003,179261,Medium,16.18
Growth,USD,8590000,0,4,30-04-2015,168605,Small,17.39
Blend,USD,374140000,2.1,1,03-09-2012,134918,Large,3.56
Blend,USD,606130000,3.47,3,18-02-1991,85463,Medium,4.78
Growth,USD,,,,30-05-2007,210266,Small,
Blend,USD,6350000000,1.57,4,07-12-2006,103040,Large,6.32
Value,USD,196340000,3.26,3,29-09-2011,42839,Small,2.75
Blend,USD,238520000,1.24,,30-10-2013,72017,Large,10.74
Blend,USD,2890000000,1.39,2,02-02-2014,205451,Large,9.32
Growth,USD,21620000,1.19,4,22-06-2014,237266,Large,12.19
Value,USD,217290000,1.55,2,30-12-2001,253358,Large,10.02
Blend,USD,5160000000,0.57,5,14-12-2015,246626,Small,10.98
Value,USD,686310000,1.79,,04-08-1999,215108,Large,7.77
Growth,USD,98640000000,1.23,3,03-06-2002,206540,Large,11.86
Value,USD,137470000,1.86,,31-10-2004,161522,Large,10.42
Blend,USD,62110000,0.97,2,29-04-2010,41147,Large,13.36
Value,USD,216510000,0,5,29-12-2009,57473,Large,7.48
Blend,USD,38670000,0.82,2,27-12-2010,169091,Large,4.73
Growth,USD,36050000,0.65,3,28-02-2008,75896,Large,9.25
Growth,USD,289990000,0,5,28-01-2016,44594,Large,18.68
Growth,USD,18460000,1.12,0,26-06-2016,187640,Large,14.56
,USD,1160000000,4.5,4,16-12-2012,151901,,4.52
Blend,USD,238520000,1.62,3,30-10-2013,71999,Large,10.82
Value,USD,4140000000,5.79,4,30-03-2006,232991,Small,8.25
Value,USD,204210000,1.3,1,24-08-2014,156230,Medium,11.61
Growth,USD,2090000000,0.03,5,28-06-2015,36710,Large,22.83
Growth,USD,624990000,0,,30-09-2007,101438,Large,16.78
Blend,USD,122300000,2.98,3,14-03-2012,144638,Large,6.21
Blend,USD,12740000,2.36,3,14-12-2014,229382,Large,4.87
Value,USD,16160000,2.61,1,29-03-2001,213812,Large,9.28
Growth,USD,1840000000,1.99,4,15-01-2007,199007,Large,12.22
Growth,USD,107000000,2.9,5,06-11-2006,178847,Medium,4.16
Growth,USD,4160000000,2.22,,28-02-2001,199196,Large,8.44
Growth,USD,11740000,0,3,28-06-2004,102599,Large,19.09
Blend,USD,10030000,1.83,3,23-08-2015,145187,Large,5.36
Value,USD,1200000000,0.18,2,29-09-2008,96290,Medium,4.59
Value,USD,5250000000,2.61,2,30-04-1995,91862,Large,1.86
Growth,USD,1930000000,0,4,27-09-2007,139445,Medium,27.04
Value,USD,41280000,2.9,3,31-03-2013,131057,Large,8.13
